ID,Statement,Subject,Context,Difficulty,AgeRange,Mathematics,OriginalActivity
matematica_toys_bw5hz4_1757769156195,"Pedro e Lucas colecionam carros de brinquedo. Pedro tem 12 carros a mais que Lucas. Se Pedro der 8 carros para Lucas, quem terá mais carros?",matematica,toys,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_farm_6oz57n_1757769156195,"Em um servidor de Minecraft, há 3 vezes mais jogadores de manhã que à tarde. Se à tarde há 45 jogadores, quantos há de manhã?",matematica,farm,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_pe7dkn_1757769156195,"Camila divide suas 60 figurinhas igualmente entre suas amigas. Se cada amiga recebeu 12 figurinhas, quantas amigas ela tem?",matematica,general,hard,6-8,divisão,Quiz de Identificação de Operações Matemáticas
matematica_school_slkan7_1757769156195,"Na sala de informática há 15 computadores. Se 3 estão quebrados e os alunos trabalham em duplas, quantas duplas podem usar os computadores?",matematica,school,hard,6-8,divisão,Quiz de Identificação de Operações Matemáticas
matematica_school_k18ghy_1757769156195,"A merenda escolar serve 240 alunos por dia. Se cada bandeja comporta 8 pratos, quantas bandejas são necessárias?",matematica,school,hard,6-8,divisão,Quiz de Identificação de Operações Matemáticas
matematica_general_jzm0rk_1757769156195,"Para a festa junina, cada turma deve arrecadar 150 reais. Se a turma do 4º ano já arrecadou dois terços do valor, quanto ainda falta?",matematica,general,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_school_91pf8f_1757769156195,"Na biblioteca escolar há 8 estantes com 45 livros cada. Se 60 livros foram emprestados, quantos livros restaram?",matematica,school,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_home_kttgwa_1757769156195,"O recreio dura 20 minutos. Se já se passaram três quartos do tempo, quantos minutos ainda restam?",matematica,home,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_toys_rey726_1757769156195,"Mateus quer comprar um jogo que custa 89 reais. Ele economiza 12 reais por semana. Em quantas semanas terá dinheiro suficiente?",matematica,toys,hard,6-8,divisão,Quiz de Identificação de Operações Matemáticas
matematica_general_de6k2q_1757769156195,"Ana comprou 3 doces por 2,50 reais cada e pagou com uma nota de 10 reais. Quanto recebeu de troco?",matematica,general,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_k5j71t_1757769156195,"Julia vende pipas por 15 reais cada. Se ela vendeu 8 pipas e gastou 45 reais com materiais, qual foi seu lucro?",matematica,general,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_9bi423_1757769156195,"Roberto compra cartas Pokémon em pacotes de 24 reais com 6 cartas cada. Quantos reais ele paga por carta?",matematica,general,hard,6-8,divisão,Quiz de Identificação de Operações Matemáticas
matematica_general_nbmnbv_1757769156195,"Beatriz tinha 85 reais, gastou 1/3 com tênis e 1/5 com roupas. Quanto dinheiro sobrou?",matematica,general,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_201lbo_1757769156195,"Pedro constrói torres no Minecraft seguindo um padrão: 1ª torre tem 5 blocos, 2ª tem 8 blocos, 3ª tem 11 blocos. Quantos blocos terá a 5ª torre?",matematica,general,hard,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_8netwy_1757769156195,"Sofia coleciona moedas do Roblox: no 1º dia ganhou 10, no 2º dia ganhou 20, no 3º dia ganhou 40. Se continuar esse padrão, quantas moedas ganhará no 5º dia?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_nbofiz_1757769156195,"Lucas organiza seus tênis em fileiras: 1ª fileira tem 2 pares, 2ª tem 4, 3ª tem 8. Quantos pares terá na 6ª fileira?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_962d6i_1757769156195,"Marina planta flores seguindo sequência: 1º canteiro tem 3 flores, 2º tem 7, 3º tem 11, 4º tem 15. Quantas flores terá o 7º canteiro?",matematica,general,hard,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_gnhkla_1757769156195,"Diego assiste vídeos por semana: 1ª semana 2 vídeos, 2ª semana 6, 3ª semana 18. Se continuar multiplicando por 3, quantos vídeos assistirá na 5ª semana?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_vehicles_xh26w_1757769156195,"Um torneio de Roblox tem 64 jogadores. A cada rodada, metade é eliminada. Após 4 rodadas, quantos jogadores restam?",matematica,vehicles,hard,6-8,divisão,Quiz de Identificação de Operações Matemáticas
matematica_general_4cvn7q_1757769156195,"Carolina tem 3 vezes mais seguidores que Bruno. Se Carolina perdesse 200 seguidores e Bruno ganhasse 200, eles teriam o mesmo número. Quantos seguidores Carolina tem?",matematica,general,hard,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_lrzv4x_1757769156195,"Artur compra, vende e troca cartas. Começou com 50, comprou 30, vendeu 1/4 do total, depois trocou 20 por 35 novas. Quantas cartas tem agora?",matematica,general,hard,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_7ocxoo_1757769156195,"Isabel empina pipas há 6 semanas. Nas primeiras 3 semanas empinou 4 por semana, nas últimas 3 empinou o dobro por semana. Quantas pipas empinou no total?",matematica,general,hard,6-8,adição,Quiz de Identificação de Operações Matemáticas
matematica_general_9ekkfm_1757769156195,"Gustavo divide sua coleção de 120 carros entre 3 amigos de forma que o primeiro receba o dobro do segundo, e o terceiro receba metade do primeiro. Quantos carros recebe o segundo amigo?",matematica,general,hard,6-8,divisão,Quiz de Identificação de Operações Matemáticas
matematica_school_kmikul_1757769156195,"Uma escola organizou gincana: 5 times, cada time perdeu 1/5 dos integrantes na 1ª prova. Se sobraram 240 alunos no total, quantos alunos havia inicialmente?",matematica,school,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_r77koc_1757769156195,"Marina e Julia colecionam tênis. Marina tem 2/3 da quantidade de Julia. Se Marina comprasse 15 pares e Julia vendesse 25, elas teriam quantidades iguais. Quantos tênis Marina possui?",matematica,general,hard,6-8,subtração,Quiz de Identificação de Operações Matemáticas
matematica_general_nqq9dz_1757769156195,"Pedro construiu cidade no Minecraft em formato quadrado. Aumentou cada lado em 50%, e a área aumentou em quantos por cento?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_kezzd9_1757769156195,"Torneio de videogame: 128 participantes, taxa de inscrição 25 reais. Prêmios: 1º lugar 40% do total, 2º lugar 25%, 3º lugar 15%, organização fica com resto. Quanto a organização recebeu?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_general_f6asjt_1757769156195,"Sofia economiza dinheiro: no 1º mês guardou 50 reais, nos meses seguintes sempre guardou 20% a mais que o mês anterior. Quanto guardou no 4º mês?",matematica,general,hard,6-8,multiplicação,Quiz de Identificação de Operações Matemáticas
matematica_home_m9rzb4_1757769156195,"&& q.mathematics?.operation ); // Return IDs of first 50 questions for this demo return mathQuestions.slice(0, 50).map(q => q.id); } // Main app component class OperacoesMatemáticasApp extends React.Component { constructor(props) { super(props); this.state = { databaseLoaded: false, questionIds: [] }; } async componentDidMount() { console.log(",matematica,home,hard,6-8,divisão,Operações Matemáticas - Database Driven
